,起点城市,起点城市所属地级市,起点城市所属省份,起点机场,终点城市,终点城市所属地级市,终点城市所属省份,终点机场,航空公司,航班,机型,出发时间,到达时间,准点率,班次_周一,班次_周二,班次_周三,班次_周四,班次_周五,班次_周六,班次_周日
141,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海虹桥国际机场T2,东方航空,MU9348,波音737-900ER（中型）,12:40,14:15,97%,1,1,1,1,1,1,0
142,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海虹桥国际机场T2,南方航空,CZ9206,波音737-800（中型）,14:10,15:35,100%,1,1,1,1,1,1,1
143,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海虹桥国际机场T2,东方航空,MU2521,波音737-900ER（中型）,14:10,15:35,100%,1,1,1,1,1,1,1
144,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海浦东国际机场T1,东方航空,MU5372,空中客车A319（中型）,14:20,16:05,98%,1,0,0,0,0,0,0
145,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海浦东国际机场T2,南方航空,CZ9568,波音737-800（中型）,14:55,16:40,100%,0,0,1,0,0,0,0
146,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海浦东国际机场T1,东方航空,MU2533,波音737-800（中型）,14:55,16:40,100%,0,0,1,0,0,0,0
147,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海浦东国际机场T2,南方航空,CZ9568,波音737-800（中型）,15:00,16:40,100%,1,1,0,1,1,1,1
148,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海浦东国际机场T1,东方航空,MU2533,波音737-800（中型）,15:00,16:40,100%,1,1,0,1,1,1,1
149,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海浦东国际机场T2,南方航空,CZ3579,波音737-200（中型）,15:20,17:05,93%,1,1,1,1,1,1,1
150,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海浦东国际机场T1,东方航空,MU3304,波音737-200（中型）,15:20,17:05,93%,1,1,1,1,1,1,1
151,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海浦东国际机场T1,东方航空,MU5372,空中客车A319（中型）,16:10,17:50,98%,0,0,0,1,0,0,0
152,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海虹桥国际机场T2,南方航空,CZ9173,波音737-900ER（中型）,16:20,17:45,98%,1,1,1,1,1,1,1
153,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海虹桥国际机场T2,东方航空,MU2505,波音737-800（中型）,16:20,17:45,98%,1,1,1,1,1,1,1
154,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海浦东国际机场T2,南方航空,CZ9552,波音737-800（中型）,16:50,18:30,61%,0,0,0,0,0,1,0
155,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海浦东国际机场T1,东方航空,MU2511,空中客车A319（中型）,16:50,18:30,61%,0,0,0,0,0,1,0
156,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海浦东国际机场T2,南方航空,CZ9552,波音737-800（中型）,17:10,18:55,61%,0,1,0,0,0,0,0
157,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海浦东国际机场T1,东方航空,MU2511,空中客车A319（中型）,17:10,18:55,61%,0,1,0,0,0,0,0
158,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海浦东国际机场T1,东方航空,MU5246,空中客车A319（中型）,18:00,19:45,98%,0,0,1,0,1,0,1
159,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海虹桥国际机场T2,南方航空,CZ9659,波音737-800（中型）,18:35,20:05,93%,1,1,1,1,1,1,1
160,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海虹桥国际机场T2,东方航空,MU2513,波音737-800（中型）,18:35,20:05,93%,1,1,1,1,1,1,1
161,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海浦东国际机场T2,南方航空,CZ3543,波音737-200（中型）,19:05,20:45,97%,0,0,0,1,0,1,1
162,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海浦东国际机场T1,东方航空,MU3229,空中客车320（中型）,19:05,20:45,97%,0,0,0,1,0,1,1
163,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海浦东国际机场T2,南方航空,CZ3543,波音737-200（中型）,19:25,21:10,97%,1,0,1,0,1,0,0
164,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海浦东国际机场T1,东方航空,MU3229,空中客车320（中型）,19:25,21:10,97%,1,0,1,0,1,0,0
165,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海虹桥国际机场T2,东方航空,MU2470,波音737-900ER（中型）,20:50,22:25,97%,1,1,0,1,0,0,1
166,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海虹桥国际机场T2,东方航空,MU2470,波音737-900ER（中型）,21:00,22:25,97%,0,0,1,0,0,1,0
167,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海虹桥国际机场T2,东方航空,MU2470,波音737-900ER（中型）,21:05,22:35,97%,0,0,0,0,1,0,0
168,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海虹桥国际机场T2,上海航空,FM9364,波音737-900ER（中型）,21:40,23:10,86%,1,1,1,1,1,0,1
169,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海虹桥国际机场T2,东方航空,MU9364,波音737-900ER（中型）,21:40,23:10,86%,1,1,1,1,1,0,1
170,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海浦东国际机场T2,海南航空,HU1506,波音737-800（中型）,23:20,0:55,95%,1,1,1,1,1,1,1
171,武汉,武汉市,湖北省,武汉天河国际机场T3,上海,,上海市,上海浦东国际机场T2,金鹏航空,Y87506,波音737-800（中型）,23:20,0:55,95%,1,1,1,1,1,1,1
172,贵阳,贵阳市,贵州省,贵阳龙洞堡国际机场T2,西双版纳,西双版纳傣族自治州,云南省,西双版纳嘎洒国际机场,南方航空,CZ6431,波音737-400（中型）,17:15,19:05,95%,1,1,1,1,1,1,1
173,成都,成都市,四川省,成都双流国际机场T2,威海,威海市,山东省,威海大水泊机场,成都航空,EU2703,空中客车A320（中型）,6:35,9:25,98%,1,0,1,0,1,0,1
174,临沂,临沂市,山东省,临沂沭埠岭机场,深圳,深圳市,广东省,深圳宝安国际机场T3,中国国航,CA3390,,20:45,23:40,88%,1,1,1,1,1,1,1
175,临沂,临沂市,山东省,临沂沭埠岭机场,深圳,深圳市,广东省,深圳宝安国际机场T3,昆明航空,KY9930,波音737-800（中型）,20:45,23:40,88%,1,1,1,1,1,1,1
176,临沂,临沂市,山东省,临沂沭埠岭机场,深圳,深圳市,广东省,深圳宝安国际机场T3,山东航空,SC9930,,20:45,23:40,88%,1,1,1,1,1,1,1
177,临沂,临沂市,山东省,临沂沭埠岭机场,深圳,深圳市,广东省,深圳宝安国际机场T3,深圳航空,ZH9930,波音737-800（中型）,20:45,23:40,88%,1,1,1,1,1,1,1
178,锦州,锦州市,辽宁省,锦州湾机场,深圳,深圳市,广东省,深圳宝安国际机场T3,东方航空,MU2557,波音737-800（中型）,11:00,16:35,77%,1,1,1,1,1,1,1
179,杭州,杭州市,浙江省,杭州萧山国际机场T3,柳州,柳州市,广西壮族自治区,柳州白莲机场,南方航空,CZ5048,波音737-800（中型）,7:15,9:40,97%,1,0,1,0,1,0,0
180,杭州,杭州市,浙江省,杭州萧山国际机场T3,柳州,柳州市,广西壮族自治区,柳州白莲机场,厦门航空,MF8339,波音737-800（中型）,7:15,9:40,97%,1,0,1,0,1,0,1
181,杭州,杭州市,浙江省,杭州萧山国际机场T3,柳州,柳州市,广西壮族自治区,柳州白莲机场,东方航空,MU4119,波音737-800（中型）,7:15,9:40,97%,1,0,1,0,1,0,1
182,杭州,杭州市,浙江省,杭州萧山国际机场T3,柳州,柳州市,广西壮族自治区,柳州白莲机场,河北航空,NS8339,,7:15,9:40,97%,1,0,1,0,1,0,1
183,杭州,杭州市,浙江省,杭州萧山国际机场T3,柳州,柳州市,广西壮族自治区,柳州白莲机场,东方航空,MU5547,空中客车A320（中型）,13:40,16:25,95%,0,1,0,1,0,1,0
184,南京,南京市,江苏省,南京禄口国际机场T2,盐城,盐城市,江苏省,盐城南洋机场T2,吉祥航空,HO1653,全新A320舒适飞行（中型）,7:50,9:00,88%,1,1,1,1,1,1,1
185,深圳,深圳市,广东省,深圳宝安国际机场T3,十堰,十堰市,湖北省,十堰武当山机场,东海航空,DZ6243,波音737-800（中型）,6:10,8:35,97%,0,1,0,0,0,0,0
186,深圳,深圳市,广东省,深圳宝安国际机场T3,十堰,十堰市,湖北省,十堰武当山机场,东海航空,DZ6243,波音737-800（中型）,6:40,9:05,97%,1,0,1,0,1,0,1
187,深圳,深圳市,广东省,深圳宝安国际机场T3,十堰,十堰市,湖北省,十堰武当山机场,东海航空,DZ6243,波音737-800（中型）,8:20,10:45,97%,0,0,0,1,0,1,0
188,大庆,大庆市,黑龙江省,大庆萨尔图机场　,沈阳,沈阳市,辽宁省,沈阳桃仙国际机场T3,南方航空,CZ3612,空中客车A320（中型）,17:30,19:00,98%,0,1,0,1,0,0,1
189,大庆,大庆市,黑龙江省,大庆萨尔图机场　,沈阳,沈阳市,辽宁省,沈阳桃仙国际机场T3,厦门航空,MF1486,,17:30,19:00,98%,0,1,0,1,0,0,1
190,延吉,延边朝鲜族自治州,吉林省,延吉朝阳川机场,青岛,青岛市,山东省,青岛流亭国际机场T1,中国国航,CA4642,波音737-800（中型）,10:00,12:20,100%,1,1,1,1,1,1,1
191,延吉,延边朝鲜族自治州,吉林省,延吉朝阳川机场,青岛,青岛市,山东省,青岛流亭国际机场T1,山东航空,SC4642,波音737-800（中型）,10:00,12:20,100%,1,1,1,1,1,1,1
192,延吉,延边朝鲜族自治州,吉林省,延吉朝阳川机场,青岛,青岛市,山东省,青岛流亭国际机场T1,深圳航空,ZH3022,波音737-800（中型）,10:00,12:20,100%,1,1,1,1,1,1,1
193,延吉,延边朝鲜族自治州,吉林省,延吉朝阳川机场,青岛,青岛市,山东省,青岛流亭国际机场T2,东方航空,MU5672,空中客车A320（中型）,20:45,23:10,100%,1,1,1,1,1,1,1
194,重庆,,重庆市,重庆江北国际机场T2A,南京,南京市,江苏省,南京禄口国际机场T2,四川航空,3U4075,,6:55,8:55,89%,0,0,0,0,0,1,0
195,重庆,,重庆市,重庆江北国际机场T2A,南京,南京市,江苏省,南京禄口国际机场T2,四川航空,3U4075,,6:55,9:00,89%,0,1,0,1,0,0,0
196,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,中国国航,CA3761,波音737-800（中型）,6:55,8:55,89%,0,0,0,0,0,1,0
197,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,中国国航,CA3761,波音737-800（中型）,6:55,9:00,89%,0,1,0,1,0,0,0
198,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,昆明航空,KY9461,波音737-800（中型）,6:55,8:55,89%,0,0,0,0,0,1,0
199,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,昆明航空,KY9461,波音737-800（中型）,6:55,9:00,89%,0,1,0,1,0,0,0
200,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,西藏航空,TV6655,,6:55,8:55,89%,0,0,0,0,0,1,0
201,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,西藏航空,TV6655,,6:55,9:00,89%,0,1,0,1,0,0,0
202,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,深圳航空,ZH9461,波音737-800（中型）,6:55,8:55,89%,0,0,0,0,0,1,0
203,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,深圳航空,ZH9461,波音737-800（中型）,6:55,9:00,89%,0,1,0,1,0,0,0
204,重庆,,重庆市,重庆江北国际机场T2A,南京,南京市,江苏省,南京禄口国际机场T2,四川航空,3U4075,,7:30,9:30,89%,1,0,1,0,1,0,1
205,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,中国国航,CA3761,波音737-800（中型）,7:30,9:30,89%,1,0,1,0,1,0,1
206,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,昆明航空,KY9461,波音737-800（中型）,7:30,9:30,89%,1,0,1,0,1,0,1
207,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,西藏航空,TV6655,,7:30,9:30,89%,1,0,1,0,1,0,1
208,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,深圳航空,ZH9461,波音737-800（中型）,7:30,9:30,89%,1,0,1,0,1,0,1
209,重庆,,重庆市,重庆江北国际机场T2A,南京,南京市,江苏省,南京禄口国际机场T2,四川航空,3U8839,空中客车A320（中型）,7:35,9:40,91%,1,1,1,1,1,1,1
210,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,南方航空,CZ4955,,7:35,9:40,91%,1,1,1,1,1,1,1
211,重庆,,重庆市,重庆江北国际机场T2A,南京,南京市,江苏省,南京禄口国际机场T2,华夏航空,G56500,空中客车A320（中型）,7:35,9:40,91%,1,1,1,1,1,1,1
212,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,东方航空,MU1064,,7:35,9:40,91%,1,1,1,1,1,1,1
213,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,深圳航空,ZH3871,空中客车A320（中型）,7:35,9:40,91%,1,1,1,1,1,1,1
214,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,南方航空,CZ8121,空中客车A319（中型）,7:50,10:00,89%,1,1,1,1,1,1,1
215,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,首都航空,JD5268,空中客车A319（中型）,7:50,9:50,73%,1,1,1,1,1,1,1
216,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,重庆航空,OQ2321,,7:50,10:00,89%,1,1,1,1,1,1,1
217,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,东方航空,MU2835,空中客车A321（中型）,11:45,13:45,86%,1,1,1,1,1,1,1
218,重庆,,重庆市,重庆江北国际机场T2A,南京,南京市,江苏省,南京禄口国际机场T2,四川航空,3U5065,波音737（中型）,12:10,14:15,80%,1,1,1,1,1,1,1
219,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,东方航空,MU2846,空中客车A321（中型）,12:10,14:15,80%,1,1,1,1,1,1,1
220,重庆,,重庆市,重庆江北国际机场T2B,南京,南京市,江苏省,南京禄口国际机场T2,西部航空,PN6235,空中客车A320（中型）,12:50,14:55,82%,1,1,1,1,1,1,1
221,重庆,,重庆市,重庆江北国际机场T2A,南京,南京市,江苏省,南京禄口国际机场T2,四川航空,3U4077,,14:30,16:35,88%,1,1,1,1,1,1,1
222,重庆,,重庆市,重庆江北国际机场T2A,南京,南京市,江苏省,南京禄口国际机场T2,四川航空,3U8543,空中客车A321（中型）,14:30,16:40,86%,0,1,0,1,0,1,0
223,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,中国国航,CA3763,,14:30,16:35,88%,1,1,1,1,1,1,1
224,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,南方航空,CZ9937,空中客车A321（中型）,14:30,16:40,86%,0,1,0,1,0,1,0
225,重庆,,重庆市,重庆江北国际机场T2A,南京,南京市,江苏省,南京禄口国际机场T2,华夏航空,G56504,空中客车A321（中型）,14:30,16:40,86%,0,1,0,1,0,1,0
226,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,昆明航空,KY9463,,14:30,16:35,88%,1,1,1,1,1,1,1
227,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,东方航空,MU1066,,14:30,16:40,86%,0,1,0,1,0,1,0
228,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,西藏航空,TV6657,,14:30,16:35,88%,1,1,1,1,1,1,1
229,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,深圳航空,ZH3873,空中客车A321（中型）,14:30,16:40,86%,0,1,0,1,0,1,0
230,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,深圳航空,ZH9463,波音737-800（中型）,14:30,16:35,88%,1,1,1,1,1,1,1
231,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,中国国航,CA4557,波音737-800（中型）,16:55,19:05,93%,1,1,1,1,1,1,1
232,重庆,,重庆市,重庆江北国际机场T2A,南京,南京市,江苏省,南京禄口国际机场T2,华夏航空,G54240,JET,16:55,19:05,93%,1,1,1,1,1,1,1
233,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,山东航空,SC4557,波音737-300（中型）,16:55,19:05,93%,1,1,1,1,1,1,1
234,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,西藏航空,TV6469,,16:55,19:05,93%,1,1,1,1,1,1,1
235,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,深圳航空,ZH4557,波音737-300（中型）,16:55,19:05,93%,1,1,1,1,1,1,1
236,重庆,,重庆市,重庆江北国际机场T2A,南京,南京市,江苏省,南京禄口国际机场T2,四川航空,3U5067,波音737-300（中型）,17:55,20:15,88%,1,1,1,1,1,1,1
237,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,东方航空,MU2738,空中客车A321（中型）,17:55,20:15,88%,1,1,1,1,1,1,1
238,重庆,,重庆市,重庆江北国际机场T2B,南京,南京市,江苏省,南京禄口国际机场T2,西部航空,PN6259,空中客车A320（中型）,19:45,22:05,88%,1,1,1,1,1,1,1
239,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,吉祥航空,HO1644,全新A320舒适飞行（中型）,21:05,23:15,86%,1,1,1,1,1,1,1
240,重庆,,重庆市,重庆江北国际机场T3,南京,南京市,江苏省,南京禄口国际机场T2,东方航空,MU2926,空中客车A321（中型）,23:10,1:25,89%,1,1,1,1,1,1,1
241,固原,固原市,宁夏回族自治区,固原六盘山机场,天津,,天津市,天津滨海国际机场T2,四川航空,3U2016,庞巴迪宇航CRJ900（中型）,13:15,15:05,95%,1,1,1,1,1,1,1
242,固原,固原市,宁夏回族自治区,固原六盘山机场,天津,,天津市,天津滨海国际机场T2,中国国航,CA5842,庞巴迪宇航CRJ900（中型）,13:15,15:05,95%,1,1,1,1,1,1,1
243,固原,固原市,宁夏回族自治区,固原六盘山机场,天津,,天津市,天津滨海国际机场T2,华夏航空,G52670,空中客车A320（中型）,13:15,15:05,95%,1,1,1,1,1,1,1
244,固原,固原市,宁夏回族自治区,固原六盘山机场,天津,,天津市,天津滨海国际机场T2,山东航空,SC2656,空中客车A320（中型）,13:15,15:05,95%,1,1,1,1,1,1,1
245,大理,大理白族自治州,云南省,大理机场,绵阳,绵阳市,四川省,绵阳南郊机场,祥鹏航空,8L9528,空中客车A319（中型）,10:20,12:00,93%,1,1,1,1,1,1,1
246,郑州,郑州市,河南省,郑州新郑国际机场T2,黄山,黄山市,安徽省,黄山屯溪机场,幸福航空,JR1550,新舟60（小型）,14:10,17:05,95%,1,1,1,1,1,1,1
